pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff,st_rad,st_raderr1,st_raderr2,st_rad,st_mass,st_masserr1,st_masserr2,st_mass,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin,st_rotp,st_rotperr1,st_rotperr2,st_rotp,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum,sy_pnum,sy_mnum
"HD 64121 b","b","HD 64121","HD 64121",,"TIC 264770836","Gaia DR2 5488303966125344512",1,1,0,1,0,0,0,0,0,0,0,0,0,1.510000,0.006000,-0.006000,1.510000,13.200,,,13.200,813.64072,60.38740,-60.38740,1.180,,,1.180,2.56000,0.19000,-0.19000,"Msini",0.110000,0.070000,-0.070000,0.110000,623.00000000,3.40000000,-3.40000000,,,,"G8/K0 III",,,,-0.210,0.020,-0.020,"[Fe/H]",1.248,0.007,-0.007,5078.00,22.00,-22.00,5078.00,5.44,0.07,-0.07,5.44,1.64,0.06,-0.06,1.64,,,,,,,,,129.9660000,0.4870000,-0.4870000,7.4300000,0.0300000,-0.0300000,5.2440000,0.0210000,-0.0210000,1,1,0
"HAT-P-53 b","b","HAT-P-53",,,"TIC 189380158","Gaia DR2 323386882492982144",1,1,0,1,0,0,1,0,0,0,0,0,0,0.031590,0.000420,-0.000420,0.031590,14.773,1.020,-1.020,14.773,471.65972,17.79848,-17.79848,1.318,0.091,-0.091,1.318,1.48400,0.05600,-0.05600,"Mass",0.134000,,,0.134000,1.96162410,0.00000390,-0.00000390,86.200,1.500,-1.500,,4.670,1.450,-0.830,0.000,0.080,-0.080,"[Fe/H]",0.217,0.059,-0.050,5956.00,50.00,-50.00,5956.00,1.21,0.08,-0.06,1.21,1.09,0.04,-0.04,1.09,4.1000,0.5000,-0.5000,4.1000,,,,,666.8020000,15.2760000,-14.6190000,13.7800000,0.1260000,-0.1260000,12.1000000,0.0190000,-0.0190000,1,1,0
"KELT-12 b","b","KELT-12",,,"TIC 116242971","Gaia DR2 4608935250790855296",1,1,0,1,0,0,1,0,0,0,0,0,0,0.067080,0.000970,-0.001300,0.067080,19.952,1.906,-1.793,19.952,301.93850,44.49620,-44.49620,1.780,0.170,-0.160,1.780,0.95000,0.14000,-0.14000,"Mass",0.000000,,,0.000000,5.03162300,0.00003200,-0.00003100,84.470,1.100,-0.950,,2.200,0.100,-0.100,0.190,0.084,-0.085,"[Fe/H]",0.892,0.062,-0.066,6279.00,51.00,-51.00,6279.00,2.37,0.17,-0.17,2.37,1.59,0.07,-0.09,1.59,,,,,,,,,368.0300000,3.1570000,-3.1060000,10.5850000,0.0060000,-0.0060000,9.3620010,0.0170000,-0.0170000,1,1,0
"NGTS-1 b","b","NGTS-1",,,"TIC 192826603","Gaia DR2 4821739369794767744",1,1,0,1,0,0,1,0,0,0,0,0,0,0.032600,0.004700,-0.004500,0.032600,14.908,6.837,-3.699,14.908,258.07796,20.97678,-23.83725,1.330,0.610,-0.330,1.330,0.81200,0.06600,-0.07500,"Mass",0.016000,0.023000,-0.012000,0.016000,2.64729800,0.00002000,-0.00002000,85.270,0.610,-0.730,"M0.5",,,,0.000,,,"[M/H]",-1.153,0.005,-0.006,3916.00,71.00,-63.00,3916.00,0.57,0.08,-0.08,0.57,0.62,0.02,-0.06,0.62,1.0000,,,1.0000,,,,,218.1210000,1.0370000,-1.0370000,15.6670000,0.1370000,-0.1370000,11.9360000,0.0270000,-0.0270000,1,1,0
"NGTS-21 b","b","NGTS-21",,,"TIC 441422655","Gaia DR2 6779308394419726848",1,1,0,1,0,0,1,0,0,0,0,0,0,0.023600,0.000500,-0.000500,0.023600,14.908,0.336,-0.336,14.908,750.07504,66.74397,-66.74397,1.330,0.030,-0.030,1.330,2.36000,0.21000,-0.21000,"Mass",0.000000,,,0.000000,1.54338970,0.00000160,-0.00000160,83.850,0.440,-0.440,"K3 V",10.020,3.290,-7.300,-0.260,0.070,-0.070,"[Fe/H]",-0.539,,,4660.00,41.00,-41.00,4660.00,0.86,0.04,-0.04,0.86,0.72,0.04,-0.04,0.72,,,,,17.89,0.08,-0.08,17.89,592.8910000,15.9950000,-15.1900000,15.5060000,0.1030000,-0.1030000,12.9510000,0.0290000,-0.0290000,1,1,0
"TOI-260 b","b","TOI-260",,,"TIC 37749396","Gaia DR2 2428162410789155328",1,1,0,1,0,0,1,0,0,0,0,0,0,0.094300,0.001600,-0.001600,0.094300,1.710,0.080,-0.080,1.710,4.23000,1.60000,-1.60000,0.153,0.007,-0.007,0.153,0.01331,0.00503,-0.00503,"Mass",0.000000,,,0.000000,13.47585300,0.00001300,-0.00001100,88.840,0.170,-0.170,"K8 V",15.900,2.800,-5.500,-0.470,0.030,-0.030,"[Fe/H]",0.087,0.003,-0.003,4026.00,14.00,-14.00,4026.00,0.61,0.01,-0.01,0.61,0.62,0.03,-0.03,0.62,,,,,31.00,6.00,-6.00,31.00,20.1852000,0.0232000,-0.0231000,9.9000000,0.0300000,-0.0300000,6.5490000,0.0210000,-0.0210000,1,1,0
"NGTS-10 b","b","NGTS-10",,,"TIC 37348844","Gaia DR2 2911987212510959232",1,1,0,1,0,0,1,0,0,0,0,0,0,0.014300,0.001000,-0.001000,0.014300,13.507,1.311,-0.930,13.507,687.14846,29.24036,-34.00781,1.205,0.117,-0.083,1.205,2.16200,0.09200,-0.10700,"Mass",0.000000,,,0.000000,0.76689440,0.00000030,-0.00000030,,,,"K5 V",10.400,2.500,-2.500,-0.020,0.120,-0.120,"[M/H]",-0.757,0.068,-0.081,4600.00,150.00,-150.00,4600.00,0.70,0.04,-0.04,0.70,0.70,0.04,-0.04,0.70,4.0000,0.6000,-0.6000,4.0000,17.29,0.01,-0.01,17.29,324.6986504,27.5222874,-27.5222874,14.5060000,0.1140000,-0.1140000,11.7280000,0.0250000,-0.0250000,1,1,0
"XO-6 b","b","XO-6",,,"TIC 138168780","Gaia DR2 1114308481600798336",1,1,0,1,0,0,1,0,0,0,0,0,0,0.081500,0.007700,-0.007700,0.081500,23.203,2.466,-2.466,23.203,1398.45200,,,2.070,0.220,-0.220,2.070,4.40000,,,"Mass",0.000000,,,0.000000,3.76500070,0.00000810,-0.00000810,86.000,0.200,-0.200,"F5",1.880,0.900,-0.200,-0.070,0.100,-0.100,"[Fe/H]",0.536,0.006,-0.006,6720.00,100.00,-100.00,6720.00,1.93,0.18,-0.18,1.93,1.47,0.06,-0.06,1.47,48.0000,3.0000,-3.0000,48.0000,,,,,235.4790000,2.4430000,-2.3930000,10.2470000,0.0040000,-0.0040000,9.2460000,0.0200000,-0.0200000,1,1,0
"TOI-4137 b","b","TOI-4137",,,"TIC 417646390","Gaia DR2 497750842338402560",1,1,0,1,0,0,1,0,0,0,0,0,0,0.052220,0.000890,-0.000960,0.052220,13.574,0.448,-0.437,13.574,457.67291,54.03083,-47.67426,1.211,0.040,-0.039,1.211,1.44000,0.17000,-0.15000,"Mass",0.000000,0.048000,-0.052000,0.000000,3.80161220,0.00000650,-0.00000650,85.700,0.400,-0.400,,2.100,1.300,-1.000,0.182,0.083,-0.085,"[Fe/H]",0.439,0.030,-0.028,6202.00,94.00,-90.00,6202.00,1.44,0.04,-0.04,1.44,1.31,0.07,-0.07,1.31,,,,,,,,,334.9930000,3.3130000,-3.2500000,11.3100000,0.0090000,-0.0090000,10.0040000,0.0220000,-0.0220000,1,1,0
"NGTS-30 b","b","NGTS-30",,,"TIC 322807371","Gaia DR2 3533836281547278848",1,1,0,1,0,0,1,0,0,0,0,0,0,0.408000,0.019000,-0.019000,0.408000,10.402,0.359,-0.359,10.402,305.11527,17.79839,-17.79839,0.928,0.032,-0.032,0.928,0.96000,0.05600,-0.05600,"Mass",0.294000,0.014000,-0.010000,0.294000,98.29838000,0.00010000,-0.00009000,89.483,0.028,-0.028,,1.100,0.400,-0.400,-0.030,0.080,-0.080,"[Fe/H]",-0.187,0.016,-0.025,5455.00,80.00,-80.00,5455.00,0.91,0.03,-0.03,0.91,0.94,0.06,-0.06,0.94,3.5000,0.8000,-0.8000,3.5000,,,,,238.3770000,2.4380000,-2.3890000,12.5370000,0.2140000,-0.2140000,10.5010000,0.0220000,-0.0220000,1,1,0
"Qatar-10 b","b","Qatar-10",,,"TIC 229791084","Gaia DR2 2262322556576778752",1,1,0,1,0,0,1,0,0,0,0,0,0,0.028600,0.000600,-0.000600,0.028600,17.295,0.448,-0.448,17.295,233.92288,28.60470,-28.60470,1.543,0.040,-0.040,1.543,0.73600,0.09000,-0.09000,"Mass",0.000000,,,0.000000,1.64532100,0.00001000,-0.00001000,85.870,0.960,-0.960,"F7 V",3.200,1.900,-1.900,0.016,0.089,-0.089,"[Fe/H]",0.300,0.020,-0.021,6124.00,46.00,-46.00,6124.00,1.25,0.03,-0.03,1.25,1.16,0.07,-0.07,1.16,5.9000,0.5000,-0.5000,5.9000,,,,,559.0680000,6.0850000,-5.9570000,12.8680000,0.0570000,-0.0570000,11.3820000,0.0170000,-0.0170000,1,1,0
"WASP-162 b","b","WASP-162",,,"TIC 308098254","Gaia DR2 3558354604869150208",1,1,0,1,0,0,1,0,0,0,0,0,0,0.087100,0.001300,-0.001300,0.087100,11.209,0.560,-0.560,11.209,1652.71600,63.56600,-63.56600,1.000,0.050,-0.050,1.000,5.20000,0.20000,-0.20000,"Mass",0.434000,0.005000,-0.005000,0.434000,9.62468000,0.00001000,-0.00001000,89.300,0.500,-0.500,"K0",12.970,2.350,-2.350,0.280,0.130,-0.130,,0.054,0.008,-0.008,5300.00,100.00,-100.00,5300.00,1.11,0.05,-0.05,1.11,0.95,0.04,-0.04,0.95,1.0000,0.8000,-0.8000,1.0000,,,,,310.8410000,4.1220000,-4.0170000,12.2130000,0.0920000,-0.0920000,10.4660000,0.0210000,-0.0210000,1,1,0
"WASP-164 b","b","WASP-164",,,"TIC 237320326","Gaia DR2 6491038642006989056",1,1,0,1,0,0,1,0,0,0,0,0,0,0.028180,0.000650,-0.000720,0.028180,12.644,0.460,-0.482,12.644,676.97790,38.13960,-41.31790,1.128,0.041,-0.043,1.128,2.13000,0.12000,-0.13000,"Mass",0.000000,,,0.000000,1.77712550,0.00000280,-0.00000280,82.730,0.220,-0.210,"G2 V",4.080,2.380,-2.380,-0.010,0.190,-0.200,"[Fe/H]",-0.067,0.008,-0.008,5806.00,190.00,-200.00,5806.00,0.93,0.03,-0.03,0.93,0.95,0.07,-0.07,0.95,,,,,,,,,327.5060000,4.0120000,-3.9180000,12.6030000,0.0570000,-0.0570000,10.9590000,0.0210000,-0.0210000,1,1,0
"K2-237 b","b","K2-237",,,"TIC 16288184","Gaia DR2 6032746832450438400",1,1,0,1,0,0,1,0,0,0,0,0,0,0.035580,0.000480,-0.000650,0.035580,16.197,0.549,-0.504,16.197,433.20012,34.96112,-29.24021,1.445,0.049,-0.045,1.445,1.36300,0.11000,-0.09200,"Mass",0.042000,0.034000,-0.028000,0.042000,2.18053539,0.00000086,-0.00000085,88.030,1.100,-0.820,"F9 V",1.020,1.600,-0.740,0.137,0.050,-0.049,"[Fe/H]",0.371,0.052,-0.053,6360.00,190.00,-200.00,6360.00,1.26,0.03,-0.03,1.26,1.26,0.05,-0.07,1.26,11.7600,0.9000,-0.9000,11.7600,5.07,0.02,-0.02,5.07,314.9950000,7.2210000,-6.9100000,11.6020000,0.0340000,-0.0340000,10.2170000,0.0230000,-0.0230000,1,1,0
"OGLE-2012-BLG-0724L b","b","OGLE-2012-BLG-0724L",,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1.600000,0.400000,-0.300000,1.600000,14.300,,,14.300,150.00000,170.00000,-83.00000,1.270,,,1.270,0.47000,0.54000,-0.26000,"Mass",,,,,,,,,,,"M V",,,,,,,,,,,,,,,,,,,0.29,0.33,-0.16,0.29,,,,,,,,,6700.0000000,1100.0000000,-1200.0000000,,,,,,,1,1,0
"K2-224 b","b","K2-224",,,"TIC 32425577","Gaia DR2 3578783977588991360",1,2,0,0,0,0,1,0,0,0,0,0,0,0.051600,0.000400,-0.000400,0.051600,1.560,0.160,-0.140,1.560,3.05000,,,0.139,0.014,-0.012,0.139,0.00961,,,"M-R relationship",,,,,4.47904000,0.00116000,-0.00132000,87.860,1.527,-2.821,,,,,-0.190,0.060,-0.060,"[Fe/H]",-0.241,0.007,-0.007,5620.00,42.00,-45.00,5620.00,0.84,0.01,-0.01,0.84,0.91,0.02,-0.02,0.91,,,,,,,,,275.2550000,2.9350000,-2.8740000,12.7000000,0.0800000,-0.0800000,10.9400000,0.0190000,-0.0190000,1,2,0
"K2-219 c","c","K2-219",,,"TIC 266014079","Gaia DR2 2581741400387500544",1,3,0,0,0,0,1,0,0,0,0,0,0,,,,,1.438,0.214,-0.192,1.438,2.66000,,,0.128,0.019,-0.017,0.128,0.00837,,,"M-R relationship",,,,,6.66767000,0.00128300,-0.00156900,87.269,1.983,-4.913,,,,,0.130,0.080,-0.080,"[Fe/H]",0.151,0.009,-0.009,5753.00,50.00,-50.00,5753.00,1.19,0.16,-0.14,1.19,1.02,0.03,-0.03,1.02,,,,,,,,,325.4000000,4.8420000,-4.7050000,12.0900000,0.0340000,-0.0340000,10.4240000,0.0210000,-0.0210000,1,3,0
"K2-222 b","b","K2-222",,,"TIC 257774438","Gaia DR2 2584093844170270720",1,1,0,1,0,0,1,0,0,0,0,0,0,0.120600,0.002900,-0.002900,0.120600,2.350,0.080,-0.070,2.350,8.70000,1.70000,-1.70000,0.210,0.007,-0.006,0.210,0.02737,0.00535,-0.00535,"Mass",0.160000,,,0.160000,15.38857000,0.00088000,-0.00088000,89.120,0.550,-0.410,,7.100,1.500,-1.700,-0.315,0.060,-0.060,"[Fe/H]",0.139,0.004,-0.004,5942.00,119.00,-119.00,5942.00,1.11,0.03,-0.03,1.11,0.99,0.07,-0.07,0.99,,,,,,,,,101.3210000,0.6320000,-0.6250000,9.5430000,0.0040000,-0.0040000,8.1050000,0.0170000,-0.0170000,1,1,0
"K2-223 b","b","K2-223",,,"TIC 98594138","Gaia DR2 3578046995560843520",1,2,0,0,0,0,1,0,0,0,0,0,0,0.012700,0.000100,-0.000100,0.012700,0.890,0.100,-0.090,0.890,0.64000,,,0.079,0.009,-0.008,0.079,0.00201,,,"M-R relationship",,,,,0.50557000,0.00008800,-0.00008800,89.700,10.000,-10.000,,,,,0.190,0.080,-0.080,"[Fe/H]",-0.035,0.007,-0.007,5859.00,50.00,-50.00,5859.00,1.00,0.06,-0.06,1.00,1.06,0.02,-0.02,1.06,,,,,,,,,198.6040000,2.5670000,-2.5030000,11.4430000,0.0570000,-0.0570000,9.8350000,0.0240000,-0.0240000,1,2,0
"K2-240 c","c","K2-240",,,"TIC 432247315","Gaia DR2 6257625719430982016",1,2,0,0,0,0,1,0,0,0,0,0,0,0.115900,0.002000,-0.002000,0.115900,1.800,0.300,-0.100,1.800,3.89000,,,0.161,0.027,-0.009,0.161,0.01230,,,"M-R relationship",,,,,20.52300000,0.00100000,-0.00100000,89.660,0.220,-0.260,"M0.5 V",,,,-0.100,0.100,-0.100,"[Fe/H]",-1.276,0.016,-0.017,3810.00,17.00,-17.00,3810.00,0.54,0.01,-0.01,0.54,0.58,0.01,-0.01,0.58,,,,,10.80,0.10,-0.10,10.80,72.9105000,0.5225500,-0.5225500,13.3720000,0.0220000,-0.0220000,9.5600000,0.0230000,-0.0230000,1,2,0
"K2-233 b","b","K2-233",,,"TIC 428820090","Gaia DR2 6253186686054822784",1,3,0,0,0,0,1,0,0,0,0,0,0,0.033080,0.000100,-0.000090,0.033080,1.343,0.018,-0.016,1.343,11.26000,,,0.120,0.002,-0.001,0.120,0.03543,,,"Mass",0.079000,0.048000,-0.029000,0.079000,2.46750000,0.00004000,-0.00004000,89.300,0.500,-0.700,"K3",0.360,0.490,-0.140,-0.090,0.030,-0.030,"[Fe/H]",-0.523,0.044,-0.049,5033.00,41.00,-35.00,5033.00,0.71,0.01,-0.01,0.71,0.79,0.01,-0.01,0.79,4.5000,1.0000,-1.0000,4.5000,9.75,0.04,-0.04,9.75,67.5062000,0.2799000,-0.2775000,10.8830000,0.0140000,-0.0140000,8.3750000,0.0230000,-0.0230000,1,3,0
"HAT-P-9 b","b","HAT-P-9",,,"TIC 371234684","Gaia DR2 898130030131443584",1,1,0,1,0,0,1,0,0,0,0,0,0,0.052870,0.000780,-0.000780,0.052870,15.614,0.751,-0.729,15.614,238.05467,20.34112,-20.02329,1.393,0.067,-0.065,1.393,0.74900,0.06400,-0.06300,"Mass",0.084000,0.052000,-0.047000,0.084000,3.92281072,0.00000102,-0.00000102,86.440,0.370,-0.360,"F7",1.600,1.800,-1.400,0.120,0.200,-0.200,"[Fe/H]",0.418,0.041,-0.040,6350.00,150.00,-150.00,6350.00,1.34,0.07,-0.06,1.34,1.28,0.06,-0.06,1.28,11.9000,1.0000,-1.0000,11.9000,,,,,455.2030000,8.9680000,-8.6350000,12.3440000,0.0470000,-0.0470000,11.0150000,0.0210000,-0.0210000,1,1,0
"HAT-P-6 b","b","HAT-P-6",,,"TIC 176899385","Gaia DR2 1925321658546436352",1,1,0,1,0,0,1,0,0,0,0,0,0,0.052390,0.000800,-0.000820,0.052390,16.589,1.681,-1.681,16.589,419.53560,95.34900,-95.34900,1.480,0.150,-0.150,1.480,1.32000,0.30000,-0.30000,"Mass",0.000000,,,0.000000,3.85298000,0.00000500,-0.00000500,85.510,0.350,-0.350,,2.300,0.500,-0.700,-0.130,,,"[Fe/H]",0.553,0.059,-0.056,6570.00,80.00,-80.00,6570.00,1.62,0.17,-0.17,1.62,1.79,0.60,-0.60,1.79,7.8000,0.6000,-0.6000,7.8000,,,,,275.3580000,3.6360000,-3.5450000,10.4690000,0.0050000,-0.0050000,9.3130000,0.0190000,-0.0190000,1,1,0
"LTT 9779 b","b","LTT 9779",,"HIP 117883","TIC 183985250","Gaia DR2 2307504062045842688",1,1,0,1,0,0,1,0,0,0,0,0,0,0.016790,0.000140,-0.000120,0.016790,4.720,0.230,-0.230,4.720,29.32000,0.78000,-0.81000,0.421,0.021,-0.021,0.421,0.09225,0.00245,-0.00255,"Mass",0.000000,,,0.000000,0.79205200,0.00000930,-0.00000930,76.390,0.430,-0.430,"G7 V",1.900,1.700,-1.200,0.270,0.030,-0.030,"[Fe/H]",-0.149,0.006,-0.006,5443.00,14.00,-13.00,5443.00,0.95,0.01,-0.01,0.95,0.77,0.29,-0.21,0.77,1.0600,0.3700,-0.3700,1.0600,45.00,,,45.00,80.4373000,0.3174000,-0.3150000,9.7900000,0.0300000,-0.0300000,8.0160000,0.0290000,-0.0290000,1,1,0
"HAT-P-8 b","b","HAT-P-8",,,"TIC 188876052","Gaia DR2 1891507552824189568",3,1,0,1,0,0,1,0,0,0,0,0,0,0.044960,0.000460,-0.000450,0.044960,15.693,1.457,-1.457,15.693,406.82240,85.81410,-85.81410,1.400,0.130,-0.130,1.400,1.28000,0.27000,-0.27000,"Mass",0.000000,,,0.000000,3.07634000,0.00000400,-0.00000400,87.800,0.760,-0.760,"F6",3.400,1.000,-1.000,0.010,,,"[Fe/H]",0.519,0.050,,6200.00,80.00,-80.00,6200.00,1.57,0.15,-0.15,1.57,1.27,0.41,-0.41,1.27,11.5000,0.5000,-0.5000,11.5000,,,,,211.5530000,1.7090000,-1.6820000,10.3580000,0.0050000,-0.0050000,8.9530000,0.0130000,-0.0130000,3,1,0
"EPIC 249893012 d","d","EPIC 249893012",,,"TIC 432254760","Gaia DR2 6259263137059042048",1,3,0,1,0,0,1,0,0,0,0,0,0,0.220000,0.020000,-0.040000,0.220000,3.940,0.130,-0.120,3.940,10.18000,2.46000,-2.42000,0.352,0.012,-0.011,0.352,0.03203,0.00774,-0.00761,"Mass",0.150000,0.210000,-0.110000,0.150000,35.74700000,0.00500000,-0.00500000,89.470,0.360,-0.500,"G8 IV/V",9.000,0.500,-0.600,0.200,0.050,-0.050,"[Fe/H]",0.356,0.008,-0.008,5430.00,85.00,-85.00,5430.00,1.71,0.04,-0.04,1.71,1.05,0.05,-0.05,1.05,2.1000,0.5000,-0.5000,2.1000,41.00,10.00,-10.00,41.00,321.2960000,4.1890000,-4.0850000,11.4290000,0.0220000,-0.0220000,9.7140000,0.0230000,-0.0230000,1,3,0
"ROXs 12 b","b","ROXs 12",,,"TIC 175595883","Gaia DR2 6048935358761628288",2,1,0,0,0,0,0,0,0,0,0,1,0,210.000000,20.000000,-20.000000,210.000000,12.200,,,12.200,5085.00000,1271.00000,-1271.00000,1.090,,,1.090,16.00000,4.00000,-4.00000,"Mass",0.830000,,,0.830000,,,,,,,"M0",0.008,0.004,-0.025,0.140,0.010,-0.010,"[Fe/H]",-0.790,0.078,-0.067,3850.00,100.00,-70.00,3850.00,1.07,0.15,-0.14,1.07,0.87,0.08,-0.08,0.87,7.2000,0.0300,-0.0400,7.2000,,,,,136.6500000,0.7880000,-0.7790000,14.7630000,0.0920000,-0.0920000,9.0990000,0.0250000,-0.0250000,2,1,0
"WASP-47 e","e","WASP-47",,,"TIC 102264230","Gaia DR2 2613413008919918976",1,4,0,1,0,0,1,0,0,0,0,0,0,0.016730,0.000530,-0.000530,0.016730,1.830,0.020,-0.020,1.830,9.00000,0.60000,-0.40000,0.163,0.002,-0.002,0.163,0.02832,0.00189,-0.00126,"Mass",0.000000,,,0.000000,0.78961000,0.00003000,-0.00003000,86.730,1.760,-1.760,,6.500,2.600,-1.200,0.430,0.040,-0.040,"[Fe/H]",0.032,0.017,-0.022,5565.00,60.00,-60.00,5565.00,1.16,0.01,-0.01,1.16,1.06,0.05,-0.05,1.06,1.8000,0.2400,-0.1600,1.8000,31.20,3.50,-3.50,31.20,264.7800000,4.8880000,-4.7160000,11.9360000,0.0460000,-0.0460000,10.1920000,0.0260000,-0.0260000,1,4,0
"L 98-59 b","b","L 98-59",,,"TIC 307210830","Gaia DR2 5271055243163629056",1,4,0,1,0,0,1,0,0,0,0,0,0,0.021910,0.000800,-0.000840,0.021910,0.850,0.061,-0.047,0.850,0.40000,0.16000,-0.15000,0.076,0.005,-0.004,0.076,0.00126,0.00050,-0.00047,"Mass",0.103000,0.117000,-0.045000,0.103000,2.25311360,0.00000120,-0.00000150,87.710,1.160,-0.440,"M3 V",0.800,,,-0.460,0.260,-0.260,"[Fe/H]",-1.948,0.016,-0.016,3415.00,135.00,-135.00,3415.00,0.30,0.03,-0.02,0.30,0.27,0.03,-0.03,0.27,0.0000,1.9000,-1.9000,0.0000,80.90,5.00,-5.30,80.90,10.6194000,0.0032000,-0.0032000,11.6850000,0.0170000,-0.0170000,7.1010000,0.0180000,-0.0180000,1,4,0
"K2-329 b","b","K2-329",,,"TIC 301258470","Gaia DR2 2632880927441296640",1,1,0,1,0,0,1,0,0,0,0,0,0,0.101600,0.001800,-0.001900,0.101600,8.676,0.291,-0.269,8.676,82.63580,6.35660,-6.99226,0.774,0.026,-0.024,0.774,0.26000,0.02000,-0.02200,"Mass",0.069700,0.041000,-0.040000,0.069700,12.45512250,0.00000310,-0.00000310,89.220,0.110,-0.090,,1.800,2.200,-1.300,0.098,0.065,-0.070,"[Fe/H]",-0.325,0.029,-0.027,5282.00,40.00,-39.00,5282.00,0.82,0.03,-0.02,0.82,0.90,0.05,-0.05,0.90,1.9000,0.5000,-0.5000,1.9000,,,,,233.2370000,2.2930000,-2.2490000,12.6970000,0.0800000,-0.0800000,10.6680000,0.0230000,-0.0230000,1,1,0
"K2-204 b","b","K2-204",,,"TIC 248351386","Gaia DR2 2533185974768028032",1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,3.046,0.433,-0.373,3.046,9.51000,,,0.272,0.039,-0.033,0.272,0.02990,,,"M-R relationship",,,,,7.05578400,0.00065000,-0.00064100,87.649,1.737,-3.326,,,,,0.070,0.080,-0.080,"[Fe/H]",0.253,0.020,-0.021,5755.00,50.00,-50.00,5755.00,1.18,0.16,-0.14,1.18,1.01,0.03,-0.03,1.01,,,,,,,,,577.2350000,17.8230000,-16.8050000,12.9850000,0.0690000,-0.0690000,11.4780000,0.0210000,-0.0210000,1,1,0
"2M0437 b","b","2MASS J04372171+2651014",,,"TIC 125843782","Gaia DR2 151499478104075008",1,1,0,0,0,0,0,0,0,0,0,1,0,118.000000,1.300000,-1.300000,118.000000,13.000,,,13.000,1271.31363,317.82841,-317.82841,1.160,,,1.160,4.00000,1.00000,-1.00000,"Mass",,,,,,,,,,,"M V",0.003,0.000,-0.000,0.010,0.050,-0.050,"[Fe/H]",-1.164,0.003,-0.003,3100.00,100.00,-100.00,3100.00,0.84,0.11,-0.11,0.84,0.17,0.01,-0.02,0.17,22.5400,0.1400,-0.1400,22.5400,1.84,,,1.84,128.4840000,1.1960000,-1.1740000,16.1860000,1.1330000,-1.1330000,10.3860000,0.0180000,-0.0180000,1,1,0
"HD 110537 b","b","HD 110537","HD 110537","HIP 62039","TIC 51739133","Gaia DR2 3681795018676501120",1,1,0,1,0,0,0,0,0,0,0,0,0,16.714000,4.538000,-3.907000,16.714000,11.900,,,11.900,8612.83200,4053.90133,-2857.27738,1.060,,,1.060,27.09900,12.75500,-8.99000,"Mass",0.401000,0.115000,-0.152000,0.401000,24469.67342000,9917.49437000,-7987.53151000,51.891,9.617,-5.422,"G6/8 V",,,,0.090,0.100,-0.100,"[M/H]",0.117,0.010,-0.011,5718.00,138.83,-138.35,5718.00,1.17,0.07,-0.06,1.17,1.02,0.12,-0.12,1.02,1.8000,0.5000,-0.5000,1.8000,,,,,45.0858000,0.0975000,-0.0970000,7.8300000,0.0300000,-0.0300000,6.2000000,0.0170000,-0.0170000,1,1,0
"HD 137496 b","b","HD 137496","HD 137496",,"TIC 346250894","Gaia DR2 6258810550587404672",1,2,0,1,0,0,1,0,0,0,0,0,0,0.027320,0.000190,-0.000190,0.027320,1.310,0.060,-0.050,1.310,4.04000,0.55000,-0.55000,0.117,0.005,-0.004,0.117,0.01271,0.00173,-0.00173,"Mass",0.000000,,,0.000000,1.62116000,0.00007910,-0.00008060,85.800,2.600,-2.200,"G",8.300,0.700,-0.700,-0.030,0.040,-0.040,"[Fe/H]",0.366,0.031,-0.018,5799.00,61.00,-61.00,5799.00,1.59,0.03,-0.03,1.59,1.04,0.02,-0.02,1.04,,,,,,,,,155.3170000,1.7390000,-1.7020000,9.8990000,0.0060000,-0.0060000,8.2440000,0.0360000,-0.0360000,1,2,0
