TIC_ID,Prot,eProt,Flare_star,Variability_Classification,Data_Release,
373424049,nan,nan,no,Noisy_LCs,10/09/20,
373844472,nan,nan,no,Ambiguous_Variability,10/09/20,
374095457,nan,nan,no,Pulsation,10/09/20,
374829238,nan,nan,no,Noisy_LCs,10/09/20,
374997123,nan,nan,no,Noisy_LCs,10/09/20,
375059587,nan,nan,no,Noisy_LCs,10/09/20,
375506058,nan,nan,no,Noisy_LCs,10/09/20,
375542276,nan,nan,no,Ambiguous_Variability,10/09/20,
377064495,nan,nan,no,Noisy_LCs,10/09/20,
377191482,nan,nan,no,Noisy_LCs,10/09/20,
377293776,nan,nan,no,Noisy_LCs,10/09/20,
379240073,nan,nan,no,Noisy_LCs,10/09/20,
380589029,nan,nan,no,Noisy_LCs,10/09/20,
380783252,9.147,1.609,no,Unambiguous_Rotation,10/09/20,
381976956,nan,nan,no,Noisy_LCs,10/09/20,
381979901,nan,nan,no,Noisy_LCs,10/09/20,
382188882,nan,nan,no,Noisy_LCs,10/09/20,
382391899,5.488,0.753,no,Unambiguous_Rotation,10/09/20,
382437043,nan,nan,no,Noisy_LCs,10/09/20,
382474101,2.722,0.168,no,Unambiguous_Rotation,10/09/20,
382626661,nan,nan,no,Noisy_LCs,10/09/20,
383390264,2.149,0.044,no,Unambiguous_Rotation,10/09/20,
386435344,nan,nan,no,Noisy_LCs,10/09/20,
387259626,nan,nan,no,Ambiguous_Variability,10/09/20,
387260717,4.128,0.101,no,Unambiguous_Rotation,10/09/20,
387527558,nan,nan,no,Noisy_LCs,10/09/20,
387690507,nan,nan,no,Noisy_LCs,10/09/20,
387834907,nan,nan,no,Noisy_LCs,10/09/20,
388076005,nan,nan,no,Noisy_LCs,10/09/20,
388104525,nan,nan,no,Noisy_LCs,10/09/20,
388106759,nan,nan,no,Noisy_LCs,10/09/20,
389070884,5.391,0.692,no,Unambiguous_Rotation,10/09/20,
389924075,nan,nan,no,Noisy_LCs,10/09/20,
391821647,nan,nan,no,Ambiguous_Variability,10/09/20,
391904697,nan,nan,no,Noisy_LCs,10/09/20,
391949880,nan,nan,no,Ambiguous_Variability,10/09/20,
393414358,nan,nan,no,Noisy_LCs,10/09/20,
394137592,nan,nan,no,Noisy_LCs,10/09/20,
394657039,nan,nan,no,Ambiguous_Variability,10/09/20,
394698182,nan,nan,no,Noisy_LCs,10/09/20,
396562848,nan,nan,no,Noisy_LCs,10/09/20,
396720998,nan,nan,no,Noisy_LCs,10/09/20,
396740648,nan,nan,no,Noisy_LCs,10/09/20,
398733009,nan,nan,no,Noisy_LCs,10/09/20,
398943781,nan,nan,no,Ambiguous_Variability,10/09/20,
399144800,nan,nan,no,Noisy_LCs,10/09/20,
402026209,nan,nan,no,Noisy_LCs,10/09/20,
403224672,nan,nan,no,Noisy_LCs,10/09/20,
403693875,nan,nan,no,Noisy_LCs,10/09/20,
404340025,nan,nan,no,Noisy_LCs,10/09/20,
405454160,nan,nan,no,Noisy_LCs,10/09/20,
405700729,8.530,nan,no,Dubious_Rotation,10/09/20,
406672232,nan,nan,no,Noisy_LCs,10/09/20,
406941612,nan,nan,no,Noisy_LCs,10/09/20,
406976746,7.485,0.539,no,Unambiguous_Rotation,10/09/20,
407126408,nan,nan,no,Noisy_LCs,10/09/20,
407966340,nan,nan,no,Noisy_LCs,10/09/20,
408159788,nan,nan,no,Noisy_LCs,10/09/20,
408203470,nan,nan,no,Noisy_LCs,10/09/20,
408310006,nan,nan,no,Noisy_LCs,10/09/20,
409934330,nan,nan,no,Noisy_LCs,10/09/20,
410094645,nan,nan,no,Noisy_LCs,10/09/20,
410153553,nan,nan,no,Noisy_LCs,10/09/20,
410214986,2.798,0.163,yes,Unambiguous_Rotation,10/09/20,
410245915,nan,nan,no,Noisy_LCs,10/09/20,
410450228,nan,nan,no,Noisy_LCs,10/09/20,
413248763,nan,nan,no,Noisy_LCs,10/09/20,
413376180,nan,nan,no,Noisy_LCs,10/09/20,
415969908,nan,nan,no,Noisy_LCs,10/09/20,
416195870,nan,nan,no,Noisy_LCs,10/09/20,
417676622,nan,nan,no,Noisy_LCs,10/09/20,
417705690,nan,nan,no,Noisy_LCs,10/09/20,
417931607,nan,nan,no,Noisy_LCs,10/09/20,
417948359,nan,nan,no,Noisy_LCs,10/09/20,
418959198,nan,nan,no,Noisy_LCs,10/09/20,
420049884,nan,nan,no,Noisy_LCs,10/09/20,
420112587,nan,nan,no,Noisy_LCs,10/09/20,
420112589,nan,nan,no,Noisy_LCs,10/09/20,
421894914,nan,nan,no,Noisy_LCs,10/09/20,
422655579,nan,nan,no,Noisy_LCs,10/09/20,
422756130,nan,nan,no,Noisy_LCs,10/09/20,
422923265,7.738,1.576,no,Unambiguous_Rotation,10/09/20,
423275733,nan,nan,no,Noisy_LCs,10/09/20,
424391516,nan,nan,no,Noisy_LCs,10/09/20,
424865156,nan,nan,no,Noisy_LCs,10/09/20,
425206121,nan,nan,no,Noisy_LCs,10/09/20,
425934411,nan,nan,no,Noisy_LCs,10/09/20,
425997655,nan,nan,no,Noisy_LCs,10/09/20,
427348923,nan,nan,no,Noisy_LCs,10/09/20,
427352241,nan,nan,no,Ambiguous_Variability,10/09/20,
427654774,nan,nan,no,Noisy_LCs,10/09/20,
428679607,nan,nan,no,Noisy_LCs,10/09/20,
429304876,nan,nan,no,Noisy_LCs,10/09/20,
429358906,nan,nan,no,Noisy_LCs,10/09/20,
430677414,nan,nan,no,Noisy_LCs,10/09/20,
431514478,nan,nan,no,Noisy_LCs,10/09/20,
431999925,nan,nan,no,Noisy_LCs,10/09/20,
432008938,nan,nan,no,Noisy_LCs,10/09/20,
432549364,nan,nan,no,Binary,10/09/20,
434486077,nan,nan,no,Noisy_LCs,10/09/20,
437242640,nan,nan,no,Noisy_LCs,10/09/20,
437248515,nan,nan,no,Noisy_LCs,10/09/20,
437333618,nan,nan,no,Noisy_LCs,10/09/20,
438490744,nan,nan,no,Noisy_LCs,10/09/20,
439456714,nan,nan,no,Noisy_LCs,10/09/20,
440100539,nan,nan,no,Noisy_LCs,10/09/20,
440777904,nan,nan,no,Noisy_LCs,10/09/20,
440887364,nan,nan,no,Ambiguous_Variability,10/09/20,
441462736,nan,nan,no,Noisy_LCs,10/09/20,
441732151,2.002,0.02,no,Unambiguous_Rotation,10/09/20,
441739020,nan,nan,no,Noisy_LCs,10/09/20,
441739871,nan,nan,no,Noisy_LCs,10/09/20,
444842193,nan,nan,no,Noisy_LCs,10/09/20,
445805961,nan,nan,no,Ambiguous_Variability,10/09/20,
445822015,nan,nan,no,Noisy_LCs,10/09/20,
445859771,nan,nan,no,Noisy_LCs,10/09/20,
447061717,nan,nan,no,Noisy_LCs,10/09/20,
447283466,9.501,1.003,no,Unambiguous_Rotation,10/09/20,
451599528,nan,nan,no,Noisy_LCs,10/09/20,
451606970,nan,nan,no,Noisy_LCs,10/09/20,
451645081,5.569,0.705,no,Unambiguous_Rotation,10/09/20,
452808876,nan,nan,no,Noisy_LCs,10/09/20,
452866790,nan,nan,no,Noisy_LCs,10/09/20,
453211454,nan,nan,no,Noisy_LCs,10/09/20,
453260209,nan,nan,no,Noisy_LCs,10/09/20,
455096220,nan,nan,no,Noisy_LCs,10/09/20,
455135327,nan,nan,no,Noisy_LCs,10/09/20,
457138169,nan,nan,no,Noisy_LCs,10/09/20,
458478250,nan,nan,no,Noisy_LCs,10/09/20,
458589703,9.420,nan,no,Dubious_Rotation,10/09/20,
459942762,nan,nan,no,Noisy_LCs,10/09/20,
459969957,nan,nan,no,Noisy_LCs,10/09/20,
459970307,3.581,0.049,no,Unambiguous_Rotation,10/09/20,
459978312,nan,nan,no,Noisy_LCs,10/09/20,
460205581,2.957,0.093,yes,Unambiguous_Rotation,10/09/20,
460984940,nan,nan,no,Noisy_LCs,10/09/20,
461271719,3.822,0.406,no,Unambiguous_Rotation,10/09/20,
461662295,nan,nan,no,Noisy_LCs,10/09/20,
462162948,5.508,0.337,no,Unambiguous_Rotation,10/09/20,
466840711,nan,nan,no,Noisy_LCs,10/09/20,
467179528,nan,nan,no,Noisy_LCs,10/09/20,
467666275,nan,nan,no,Noisy_LCs,10/09/20,
468148930,nan,nan,no,Noisy_LCs,10/09/20,
468880077,nan,nan,no,Noisy_LCs,10/09/20,
468987719,nan,nan,no,Noisy_LCs,10/09/20,
470381900,nan,nan,no,Noisy_LCs,10/09/20,
470987100,nan,nan,no,Noisy_LCs,10/09/20,
1400770435,nan,nan,no,Noisy_LCs,10/09/20,
1551345500,nan,nan,no,Noisy_LCs,10/09/20,
1884091865,nan,nan,no,Ambiguous_Variability,10/09/20,
4464022,3.560,0.486,no,Unambiguous Rotation,16/09/22,
5882269,5.000,0.186,yes,Unambiguous Rotation,16/09/22,
7059054,5.330,0.216,no,Unambiguous Rotation,16/09/22,
8260536,6.560,0.999,no,Unambiguous Rotation,16/09/22,
8677530,4.990,0.587,no,unambiguous rotation,16/09/22,
8853478,3.640,0.337,no,Unambiguous Rotation,16/09/22,
9346507,5.650,0.743,no,Unambiguous Rotation,16/09/22,
18019350,5.880,0.752,no,Unambiguous Rotation,16/09/22,
18310799,6.080,0.838,no,Unambiguous Rotation,16/09/22,
26469462,4.990,0.513,yes,Unambiguous Rotation,16/09/22,
26826078,6.400,0.309,no,Unambiguous Rotation,16/09/22,
27064468,4.400,0.141,no,Unambiguous Rotation,16/09/22,
27769688,10.900,0.589,no,Unambiguous Rotation,16/09/22,
46307587,4.000,0.12,no,unambiguous rotation,16/09/22,
46631742,4.500,0.164,no,Unambiguous Rotation,16/09/22,
47094691,5.170,0.35,no,Unambiguous Rotation,16/09/22,
55266835,3.420,0.13,yes,unambiguous rotation,16/09/22,
56399553,5.250,0.317,no,Unambiguous Rotation,16/09/22,
58472992,6.400,0.467,yes,Unambiguous Rotation,16/09/22,
61109252,7.490,0.41,no,Unambiguous Rotation,16/09/22,
71268730,1.900,0.036,yes,Unambiguous Rotation,16/09/22,
71396541,4.790,0.512,no,unambiguous rotation,16/09/22,
86273567,5.430,0.644,no,Unambiguous Rotation,16/09/22,
86951294,6.740,1.042,no,Unambiguous Rotation,16/09/22,
91481801,1.300,0.014,no,Unambiguous Rotation,16/09/22,
115457180,2.720,0.055,no,unambiguous rotation,16/09/22,
116257066,3.140,0.073,no,unambiguous rotation,16/09/22,
116608612,1.670,0.021,no,unambiguous rotation,16/09/22,
125735470,5.740,0.758,no,unambiguous rotation,16/09/22,
150299840,0.770,0.001,yes,Unambiguous Rotation,16/09/22,
156816238,2.140,0.107,no,unambiguous rotation,16/09/22,
160618074,5.000,0.155,no,unambiguous rotation,16/09/22,
166053959,0.850,0.003,no,Unambiguous Rotation,16/09/22,
167719618,5.500,0.03,no,unambiguous rotation,16/09/22,
175193677,4.450,0.221,no,unambiguous rotation,16/09/22,
176868951,4.420,0.227,no,Unambiguous Rotation,16/09/22,
240849748,5.500,0.447,no,unambiguous rotation,16/09/22,
251039147,3.780,0.535,no,Unambiguous Rotation,16/09/22,
256364928,5.640,0.626,no,unambiguous rotation,16/09/22,
267484653,4.940,0.538,yes,unambiguous rotation,16/09/22,
267572272,0.211,0.0,no,Unambiguous Rotation,16/09/22,
279095914,4.470,0.447,no,Unambiguous Rotation,16/09/22,
281716779,1.640,0.056,no,unambiguous rotation,16/09/22,
281837575,4.200,0.195,no,Unambiguous Rotation,16/09/22,
290036495,5.260,0.616,no,unambiguous rotation,16/09/22,
303523128,5.400,0.233,no,Unambiguous Rotation,16/09/22,
307733361,4.300,0.14,no,Unambiguous Rotation,16/09/22,
320503729,3.200,0.063,no,unambiguous rotation,16/09/22,
332022997,4.500,0.152,no,Unambiguous Rotation,16/09/22,
336075472,5.140,0.137,no,Unambiguous Rotation,16/09/22,
336961891,2.300,0.069,yes,unambiguous rotation,16/09/22,
349576261,1.800,0.006,no,Unambiguous Rotation,16/09/22,
350023518,3.550,0.137,no,Unambiguous Rotation,16/09/22,
362223355,5.770,0.697,no,Unambiguous Rotation,16/09/22,
366409685,1.350,0.01,yes,Unambiguous Rotation,16/09/22,
372730331,4.280,0.43,no,Unambiguous Rotation,16/09/22,
397058826,3.230,0.093,no,unambiguous rotation,16/09/22,
406495245,4.000,0.174,no,Unambiguous Rotation,16/09/22,
434226736,1.810,0.075,yes,unambiguous rotation,16/09/22,
436873727,0.240,0.0,no,Unambiguous Rotation,16/09/22,
437011608,4.580,0.241,no,Unambiguous Rotation,16/09/22,
450327768,5.240,0.639,no,unambiguous rotation,16/09/22,
453387619,5.560,0.67,no,Unambiguous Rotation,16/09/22,
453410966,5.650,0.692,no,Unambiguous Rotation,16/09/22,
