,pl-name,hostname,pl-letter,pl-orbsmax,e_pl_orbsmax,pl-orbeccen,e_pl_orbeccen,pl-rade,e_pl_rade,pl-bmassj,e_pl_bmassj,pl-radj,pl-bmasse,e_pl_bmasse,st-rad,e_st_rad,RoVK,RoM,Ro,e_RoVK,e_RoM,e_Ro,KOI,KIC,TIC,GAIA,r-Prot,sy-dist,e_sy_dist,st-mass,e_st_mass,sy-vmag,e_sy_vmag,sy-kmag,e_sy_kmag,Prot,e_Prot,VK-color,e_VK_color,st-teff,st-lum,e_st_lum,st-age,e_st_age,Tauc,e_Tauc,st-met,e_st_met,st-spectype,rperi,e_rperi,RA,e_RA,RASun,e_RASun,LX,e_LX,ASHC,e_ASHC,mass-class,rad-class,habitable,CHZ,OHZ,size-class,n-size_class,st-flux,st-spectype-ltr,st-spectype-num,st-lumiclass,st-spectype-val,st-spectype-str
108,TOI-615 b,TOI-615,b,0.0678,0.0031,0.39,,18.977,0.639,0.435,0.086,1.693,138.25536,27.33324,1.73,0.06,0.6335520137541947,,0.6335520137541947,0.2241553075832818,,0.2241553075832818,-1,-1,-1,-1,nasa,360.408,3.993,1.45,0.09,10.825,0.008,9.669,0.021,5.38,0.31,1.1559999999999988,0.0224722050542442,6850.0,0.768,0.011,1.7,0.3,8.491804750363134,2.964350562941905,-0.1,0.07,F2 V,0.041358,0.0018909999999999,0.0734112153992137,0.0807828744086658,15.78599658433575,17.371162874136,29.20977764776173,7.8107090104359,0.563374407780789,0.0522951041816886,3,3,0,0,0,3,,-16.073645580185314,F,2.0, V,32.0,F2  V
109,Kepler-65 e,Kepler-65,e,0.853931,,0.283,0.071,13.9,,0.82,0.63,1.24,260.0,200.0,1.44,0.03,0.953303932428128,0.9096124259974804,0.953303932428128,0.3290061497987236,0.7929835430632103,0.3290061497987236,85,-1,-1,-1,mcq13,303.728,2.708,1.25,0.02,10.922,0.008,9.806,0.017,7.911,0.155,1.1160000000000014,0.0187882942280559,6220.0,0.451,0.006,3.31,0.3,8.298507675144233,2.8593784749298496,0.17,0.06,,0.6122685270000001,0.060629101,0.0803420996912046,0.0785114080958624,17.276380787414432,16.88271762417855,28.901016198368456,7.537793022498628,7.620768306445285,0.9630473283935956,3,3,0,0,0,3,,-16.242026396018343,,,,,
110,Kepler-88 d,KOI-142,d,2.46633,,0.41,0.03,13.1,,3.05046,0.16002,1.17,965.147,44.0067,0.9,0.02,2.559957393348937,2.1784707705043966,2.559957393348937,1.1052240067048054,1.3730521635609598,1.1052240067048054,142,-1,-1,-1,mcq13,376.863,2.01,0.99,0.02,13.209,0.126,11.454,0.019,30.689,0.383,1.754999999999999,0.1274244874425634,5466.0,-0.192,0.007,1.6,1.4,11.988090145458491,5.173519007948609,0.27,0.06,G6 V,1.4551347000000003,0.0739899,0.0999232788122326,0.0976252960571877,21.487023875679174,20.992876656828077,28.154553844707586,9.185516914171323,14.562519537958378,1.602946632779184,3,3,1,0,4,3,,-17.072423737195233,G,6.0, V,26.0,G6  V
111,HATS-57 b,HATS-57,b,0.03493,0.0003,0.028,,12.767,0.314,3.147,0.073,1.139,1000.21101,23.20159,0.96,0.01,1.141945955157342,0.9778371896091316,1.141945955157342,0.4679036876494067,0.6509387175092662,0.4679036876494067,-1,-1,-1,-1,nasa,279.485,3.118,1.03,0.03,12.333,0.069,10.707,0.027,12.71,0.04,1.6259999999999994,0.0740945342113708,5587.0,-0.094,0.01,2.5,1.5,11.130123928017913,4.56034927849878,0.268,0.043,,0.03395196,0.0002916,0.0836097693606872,0.0923285661684889,17.979044841682924,19.853893199376092,28.76457554945727,8.90659701166314,0.406076470005956,0.0376543223573161,3,3,0,0,0,3,,-16.714773743632776,,,,,
112,HD 16175 b,HD 16175,b,2.12,0.07,0.6,0.11,12.8,,5.9,1.8,1.14,1875.1876,572.09113,1.72,0.03,1.9654691257304304,,1.9654691257304304,0.9330654355911066,,0.9330654355911066,-1,-1,-1,-1,nasa,59.859,0.2478,1.63,0.14,7.297,0.023,5.853,0.021,19.7,5.5,1.444,0.0311448230047948,5981.0,0.508,0.035,3.3,0.5,10.023052380778994,3.8484071004933447,0.3,,G2,0.8480000000000001,0.2348749454497009,0.094259738503059,0.1065471187379514,20.26916326010872,22.91138272703397,28.35424757390007,10.171796711705662,8.996417913598174,2.6697926917474013,3,3,1,41,58,3,,-14.774315649778067,G,2.0,,22.0,G2 
113,HAT-P-19 b,HAT-P-19,b,0.04599,0.00063,0.07,0.04,11.299,0.157,0.277,0.017,1.008,88.03847,5.40308,0.77,0.01,2.18891225660826,1.705443566394561,2.18891225660826,1.1137580158933502,0.8495785734075513,1.1137580158933502,-1,-1,-1,-1,nasa,202.078,1.471,0.81,0.03,12.826,0.057,10.546,0.019,35.5,2.5,2.280000000000001,0.0600832755431992,4962.0,-0.485,0.018,7.2,4.0,16.218100973589316,8.172642899646297,0.166,0.07,K1,0.0427707,0.0019306493648511,0.0965275555273965,0.114070794913785,20.756823784531445,24.529238061092776,28.27288147310538,10.870934008705603,0.4430931640847444,0.0543574795764367,3,3,0,0,0,3,,-16.824094805124904,K,1.0,,11.0,K1 
114,WASP-93 b,WASP-93,b,0.04211,0.00035,0.0,,17.901,0.863,1.47,0.29,1.597,467.2101,92.1707,1.52,0.04,,0.189674523732051,0.189674523732051,,0.1887617135831002,0.1887617135831002,-1,-1,-1,-1,nasa,370.284,7.938,1.33,0.03,10.966,0.007,9.942,0.016,1.45,0.4,1.0239999999999991,0.0174642491965729,6700.0,0.618,0.012,0.7,0.65,7.64467452702495,7.309757127403285,0.07,0.17,F4,0.04211,0.00035,0.0562488017898899,0.2212478519638758,12.09547326112912,47.57607970935149,30.121143143532382,22.654019133851826,0.7486381693479701,0.1657514225135384,3,3,0,0,0,3,,-16.2471266283452,F,4.0,,34.0,F4 
115,GJ 86 b,GJ 86,b,0.11,0.0,0.04,0.01,12.9,,4.42,0.2,1.15,1404.8086,63.566,0.77,0.01,2.179572173852977,1.8793265736474256,2.179572173852977,,,,-1,-1,-1,-1,nasa,10.7836,0.0054,0.93,0.06,6.12,0.03,4.125,0.036,30.0,,1.995,0.0468614980554399,5182.0,-0.39,0.0,11.3,,13.76416911533926,6.339379662480362,-0.22,,K1V,0.1056,0.0011,0.0964364602297559,,20.737235087496742,,28.27611282420903,,1.0950215276298232,,3,3,0,0,0,3,,-14.183584275324545,K,1.0,,11.0,K1 
116,HATS-16 b,HATS-16,b,0.03744,0.00045,0.0,,14.572,1.681,3.27,0.19,1.3,1039.3041,60.3877,1.24,0.13,1.0774992029997026,0.8413718112082933,1.0774992029997026,0.4513164834336873,0.5197359654475158,0.4513164834336873,-1,-1,-1,-1,nasa,757.044,13.735,0.97,0.04,13.957,0.103,12.28,0.021,12.35,0.02,1.6770000000000014,0.1051189802081431,5738.0,0.173,0.094,9.5,1.8,11.461725415311893,4.8007710174507015,-0.1,0.05,G3 V,0.03744,0.00045,0.0825441979657484,0.0943256888874137,17.749909466258398,20.283344915275407,28.808473301204756,9.118623404303577,0.4535751866598262,0.0431297237006395,3,3,0,0,0,3,,-17.31329897878048,G,3.0, V,23.0,G3  V
117,Kepler-75 b,Kepler-75,b,0.0818,0.0012,0.57,0.01,11.77,0.34,10.1,0.4,1.05,3209.9,127.1,0.89,0.02,1.1837001732545458,1.162868780479675,1.1837001732545458,0.5991520811324506,0.6631544324663412,0.5991520811324506,889,-1,-1,-1,mcq13,835.356,18.761,0.91,0.04,15.414,0.046,13.118,0.029,19.375,0.03,2.296,0.05437830449729,5200.0,-0.215,,6.2,3.5,16.368165214278086,8.285015571034364,0.3,0.12,K0 V,0.035174,0.0009671504536523,0.0842753680167213,0.1132606835853715,18.12217199267144,24.355035596336897,28.73743822997092,10.992139297848112,0.4173698771985309,0.0486446732914835,3,3,0,0,0,3,,-17.786799927842374,K,0.0, V,10.0,K0  V
118,Qatar-6 b,Qatar-6,b,0.0423,0.0004,0.0,,11.904,0.796,0.668,0.066,1.062,212.31044,20.97678,0.72,0.02,0.7906971706585764,0.6267093654361989,0.7906971706585764,,0.3235323890949557,,-1,-1,-1,-1,nasa,100.848,0.464,0.82,0.02,11.496,0.036,9.226,,12.75,1.75,2.27,,5052.0,-0.514,0.039,1.02,0.62,16.125010273377416,,-0.025,0.093,K2 V,0.0423,0.0004,0.0770920397495582,,16.577503444780664,,29.04234108592149,,0.5486947827222642,,3,3,0,0,0,3,,-16.249391314794195,K,2.0, V,12.0,K2  V
119,Kepler-43 b,Kepler-43,b,0.046,0.0026,0.017,0.027,13.664,0.729,3.23,0.26,1.219,1026.5909,82.6358,1.42,0.07,1.287321206469065,1.6549806622288776,1.287321206469065,0.505358981377895,1.5801698975630258,0.505358981377895,135,-1,-1,-1,mcq13,1005.84,14.19,1.32,0.09,13.986,0.149,12.549,0.031,12.851,0.053,1.4370000000000012,0.152190669884852,6041.0,0.326,0.048,0.69,0.54,9.982745514810892,3.918673653528853,0.33,0.11,F8 V,0.045218,0.0028415977266319,0.0858514748986603,0.088582071048117,18.46109047698661,19.048264810691844,28.67402356037767,8.50630636504232,0.526700328135022,0.0572044155900319,3,3,0,0,0,3,,-17.407114540322016,F,8.0, V,38.0,F8  V
120,WASP-43 b,WASP-43,b,0.0142,0.0004,0.0,,10.424,1.009,1.78,0.1,0.93,565.714,31.782,0.6,0.04,0.6217626048089054,0.425442231921027,0.6217626048089054,0.3890268181886568,,0.3890268181886568,-1,-1,-1,-1,nasa,86.7467,0.3281,0.58,,12.305,0.057,9.267,0.026,15.6,0.4,3.0380000000000003,0.0626498204307083,4400.0,-0.825,0.036,7.0,7.0,25.089961794654016,15.68519612722978,-0.01,0.15,K7 V,0.0142,0.0004,0.0731073764832023,0.1396865580927871,15.7206605173021,30.03752923771879,29.22397200628448,13.81809708128743,0.1942348458265725,0.0276781778337962,3,3,0,0,0,3,,-16.429562660103908,K,7.0, V,17.0,K7  V
121,HD 209458 b,HD 209458,b,0.04707,0.00047,0.0,,15.581,0.224,0.73,0.04,1.39,232.0159,12.7132,1.19,0.02,1.1268071855359856,1.1839970158056343,1.1268071855359856,0.4260158003184986,1.0266326577469695,0.4260158003184986,-1,-1,-1,-1,nasa,48.3016,0.124,1.23,0.09,7.65,0.03,6.308,0.026,10.65,0.75,1.3420000000000003,0.0396988664825584,6091.0,0.231,0.015,3.1,0.8,9.4514839244073,3.51081787600139,0.01,,G0 V,0.04707,0.00047,0.0833637574367254,0.0854937847867759,17.92614361439431,18.384174506398843,28.774660489893165,8.221129166143934,0.5646338582534141,0.0486008081957929,3,3,0,0,0,3,,-14.864979769390954,G,0.0, V,20.0,G0  V
122,WASP-140 b,WASP-140,b,0.0323,0.0005,0.047,0.0035,16.141,4.708,2.44,0.07,1.44,775.5052,22.2481,0.87,0.04,0.7613479428348758,0.6008045024253558,0.7613479428348758,0.3573391069386766,0.3454962664667948,0.3573391069386766,-1,-1,178284730,-1,mar20,117.598,0.601,0.9,0.04,11.118,0.014,9.165,0.03,10.229,1.217,1.9530000000000007,0.0331058907144937,5260.0,-0.294,0.003,0.5,,13.43538141301382,6.09994158046797,0.12,0.1,K0,0.0307819,0.0004897270183479,0.0764508738222106,0.105497533835729,16.43963019089077,22.685685010529063,29.070924076642346,10.311311630281674,0.4026363396654492,0.0429574374999156,3,3,0,0,0,3,,-16.16285660666459,K,0.0,,10.0,K0 
123,HD 66428 c,HD 66428,c,9.408,1.945,0.207,0.098,13.5,,1.764,3.404,1.2,560.64931,1081.8879,1.17,0.03,3.4856485544811617,2.8090055457342085,3.4856485544811617,,,,-1,-1,-1,-1,nasa,53.2817,0.218,1.01,0.13,8.25,0.03,6.66,0.021,38.0,,1.59,0.0366196668472011,5647.6,0.096,0.002,3.515,2.04,10.90184492385128,4.395695811502277,0.271,0.061,G8 IV (+ G),7.460544,1.7969435117668555,0.1069707660661042,,23.00248182189047,,27.921305349307996,,69.7437652768574,,3,3,0,0,0,3,,-15.08521288110069,G,8.0, IV,28.0,G8  IV
124,HD 181433 d,HD 181433,d,3.0,,0.48,0.05,14.2,,0.54,,1.27,171.0,,0.81,0.07,3.2801504194633497,2.419857320143629,3.2801504194633497,,,,-1,-1,-1,-1,nasa,26.8762,0.0225,0.78,,8.4,0.03,6.094,0.023,54.0,,2.306,0.0378021163428715,4962.0,-0.511,0.038,6.7,1.8,16.46265966328297,8.349988050330122,0.33,0.13,K3 IV,1.56,0.15,0.1055451375046375,,22.695921475770856,,27.96722366532928,,14.780406154963364,,3,3,0,0,0,3,,-15.097792463719822,K,3.0, IV,13.0,K3  IV
125,HD 11506 c,HD 11506,c,0.75,0.036,0.233,0.077,13.4,,0.369,0.047,1.19,117.27868,14.93794,1.34,0.05,1.3331239941552513,1.1521434232914871,1.3331239941552513,,,,-1,-1,-1,-1,nasa,51.261,0.1351,1.12,0.15,7.51,0.03,6.168,0.017,12.6,,1.3419999999999996,0.0344818792991333,6055.0,0.337,0.014,2.3,0.58,9.451483924407292,3.509186008072385,0.29,0.03,G0 V,0.57525,0.064011600854845,0.0865167713981601,,18.6041526536794,,28.647604058916684,,6.648999849435357,,3,3,0,0,0,3,,-14.810630883533332,G,0.0, V,20.0,G0  V
126,HAT-P-21 b,HAT-P-21,b,0.0494,0.0007,0.23,0.02,12.442,1.793,4.87,1.57,1.11,1547.8321,498.9931,1.21,0.17,1.6764751652621024,1.7977989577718698,1.6764751652621024,0.6291844769753309,2.3876711028252937,0.6291844769753309,-1,-1,-1,-1,nasa,277.278,3.215,1.24,0.6,11.459,0.025,10.111,0.018,15.9,0.8,1.347999999999999,0.0308058436014987,5588.0,0.025,0.075,10.2,2.5,9.484184633008969,3.527301297553771,0.01,,G3,0.038038,0.0011254621273059,0.0910072042305903,0.0849045393311081,19.56975384921132,18.257465982368508,28.474427811103656,8.075508993190681,0.417966910659302,0.0375803643562898,3,3,0,0,0,3,,-16.588887560880664,G,3.0,,23.0,G3 
127,K2-29 b,K2-29,b,0.04217,0.00024,0.066,0.022,13.339,0.224,0.73,0.04,1.19,232.0159,12.7132,0.86,0.01,0.5963777671720448,0.6904074112047753,0.5963777671720448,0.3196417717428633,0.4067562129449419,0.3196417717428633,-1,-1,-1,-1,nasa,178.475,1.32,0.94,0.02,12.532,0.103,10.062,0.034,10.79,0.02,2.4700000000000006,0.1084665847162157,5358.0,-0.295,0.056,2.6,1.2,18.09255910253822,9.697046707348695,0.16,0.03,G7 V,0.0393867799999999,0.0009544365946462,0.0724375949956563,0.1201653813748947,15.576633910234577,25.83978877919256,29.255471493672975,11.849849927681149,0.5437339547559767,0.0666532860625069,3,3,0,0,0,3,,-16.526211516492378,G,7.0, V,27.0,G7  V
128,HD 152079 b,HD 152079,b,4.187,0.053,0.532,0.016,13.2,,2.661,0.046,1.18,845.74563,14.62018,1.13,0.07,2.9164980731134267,2.99493012194272,2.9164980731134267,,,,-1,-1,-1,-1,nasa,87.8888,0.3583,1.15,0.03,9.18,0.03,7.634,0.021,31.0,,1.5459999999999994,0.0366196668472011,5907.0,0.107,0.058,1.622,1.369,10.629185832756889,4.223593195623943,0.29,0.07,G6 V,1.959516,0.0714364506397119,0.1028419611523555,,22.11464336408277,,28.056019460149606,,19.053662318798743,,3,3,1,0,4,3,,-15.508923804875604,G,6.0, V,26.0,G6  V
129,Kepler-32 b,Kepler-32,b,0.05,,0.0,,2.2,0.2,4.1,,0.196,1303.0,,0.53,0.04,1.0427938134483052,0.987789592319205,1.0427938134483052,0.8190791074592697,0.3593835407707966,0.8190791074592697,952,-1,-1,-1,mcq13,323.847,3.4025,0.58,0.05,16.36,0.549,12.757,0.024,36.22,0.256,3.603,0.5495243397703145,3900.0,-1.292,0.074,2.69,3.46,34.7336161117296,27.28097069751729,0.0,0.4,M1 V,0.05,0.0,0.081949650312886,0.1744291143493388,17.622060783107308,37.50840233816457,28.83321351141945,17.114239478680982,0.610130730382602,0.1064245629379525,3,2,0,0,0,3,,-18.040736491758167,M,1.0, V,1.0,M1  V
130,Kepler-32 c,Kepler-32,c,0.09,,0.0,,2.0,0.2,0.5,,0.178,158.9,,0.53,0.04,1.0427938134483052,0.987789592319205,1.0427938134483052,0.8190791074592697,0.3593835407707966,0.8190791074592697,952,-1,-1,-1,mcq13,323.847,3.4025,0.58,0.05,16.36,0.549,12.757,0.024,36.22,0.256,3.603,0.5495243397703145,3900.0,-1.292,0.074,2.69,3.46,34.7336161117296,27.28097069751729,0.0,0.4,M1 V,0.09,0.0,0.081949650312886,0.1744291143493388,17.622060783107308,37.50840233816457,28.83321351141945,17.114239478680982,1.0982353146886834,0.1915642132883144,3,2,0,0,0,3,,-18.040736491758167,M,1.0, V,1.0,M1  V
131,YSES 2 b,YSES 2,b,115.0,,,,12.7,,6.3,1.6,1.14,2002.31896,508.52545,1.19,0.02,0.1460201018542259,0.2404709654698968,0.1460201018542259,,,,-1,-1,-1,-1,nasa,109.406,0.374,1.1,0.03,10.885,0.011,8.358,0.029,2.73,,2.5269999999999992,0.0310161248385416,4749.0,-0.185,0.006,0.014,0.002,18.69605599046493,10.126078209357027,,,K1 V,115.0,,0.0530922585088609,,11.4167052938416,,30.31880080157033,,2166.040835893368,,3,3,0,0,0,3,,-15.991139015339979,K,1.0, V,11.0,K1  V
132,HD 27894 d,HD 27894,d,5.362,0.223,0.343,0.031,12.7,,6.493,0.987,1.13,2063.65985,313.69664,0.89,0.02,2.6989987069103853,2.1137892090524137,2.6989987069103853,,,,-1,-1,-1,-1,nasa,43.8214,0.0593,0.81,0.1,9.36,0.03,7.071,0.026,44.0,,2.289,0.0396988664825584,4894.0,-0.409,0.001,13.0,1.0,16.302342008295348,8.226753164920655,0.3,0.07,K2 V,3.522834,0.2215744263334557,0.1010970396913323,,21.73942380023476,,28.11458615033528,,34.84606483786125,,3,3,0,0,0,3,,-15.420429231683329,K,2.0, V,12.0,K2  V
133,Kepler-45 b,Kepler-45,b,0.03,,0.11,0.1,10.76,1.23,0.505,0.09,0.96,160.497,28.604,0.55,0.11,0.3942706965933338,0.4424696636183813,0.3942706965933338,0.3953538084159022,0.1676707223931036,0.3953538084159022,254,-1,-1,-1,mcq13,381.949,6.3825,0.59,0.06,16.744,1.133,12.892,0.03,15.805,0.002,3.852,1.1333971060488903,3820.0,-1.276,0.071,0.5,,40.0866717627303,40.19679463590658,0.28,0.14,M,0.0266999999999999,0.003,0.0661120027396667,0.222578812485631,14.216408811059567,47.86228309307232,29.5681963771157,22.40607877630682,0.4038600994306317,0.1006948819808979,3,3,0,0,0,3,,-18.168067489864782,M,,,,M
134,TOI-4633 c,TOI-4633,c,0.847,0.061,0.117,0.186,3.2,0.2,0.387,,0.285,123.0,,1.05,0.05,1.0611709935837983,1.0658236931083342,1.0611709935837983,0.4533191454305368,0.7909046061921496,0.4533191454305368,-1,-1,-1,-1,nasa,95.2016,0.239,1.1,0.06,9.017,0.002,7.349,0.024,12.1,1.3,1.6679999999999993,0.0240831891575845,5800.0,0.311,0.013,1.3,0.3,11.402497875611685,4.714438041662828,0.238,0.012,G V,0.747901,0.1664953588932736,0.0822663630147218,0.0961374028289568,17.690165167460677,20.67292721462117,28.82001226307062,9.30374579352937,9.091212648675866,2.2045142562679056,3,3,0,0,0,3,,-15.374345230011238,G,, V,,G V
135,TOI-1333 b,TOI-1333,b,0.0626,0.0012,0.073,0.092,15.648,0.628,2.37,0.24,1.396,753.2571,76.2792,1.93,0.06,0.6205486992297278,,0.6205486992297278,0.2181519469553697,,0.2181519469553697,-1,-1,-1,-1,nasa,200.492,1.202,1.46,0.08,9.438,0.003,8.272,0.024,5.3,0.16,1.1660000000000004,0.0241867732448956,6274.0,0.713,0.04,2.33,0.71,8.540828474185448,2.9914102521455783,0.119,0.078,,0.0580302,0.005865647312957,0.0730758372466598,0.0803250807792549,15.713878470749345,17.27272112200163,29.22544879431587,7.7650296306952304,0.7941092731394249,0.1025266335392338,3,3,0,0,0,3,,-15.61925083153583,,,,,
136,TIC 257060897 b,TIC 257060897,b,0.051,0.002,0.03,0.02,16.701,0.448,0.67,0.03,1.49,212.94503,9.53485,1.82,0.05,9.269105544048609,11.847966767182063,9.269105544048609,,,,-1,-1,-1,-1,nasa,505.703,5.126,1.32,0.04,11.814,0.02,10.387,0.017,92.0,,1.4269999999999996,0.0262488094968133,5988.0,0.61,0.02,3.47,0.32,9.925445293809414,3.788253465083793,,,,0.0494699999999999,0.0021918029108475,0.1327549856595383,,28.546997060035835,,27.182232987839978,,0.3726413720300502,,3,3,0,0,0,3,,-16.525847795272878,,,,,
137,TOI-3714 b,TOI-3714,b,0.027,0.001,0.03,0.03,11.321,0.336,0.7,0.03,1.01,222.47988,9.53485,0.51,0.01,0.32760907312227,0.5562588338845459,0.32760907312227,0.3086095595494504,0.1758438964574488,0.3086095595494504,-1,-1,-1,-1,nasa,112.71,0.586,0.53,0.02,15.7,0.2,10.852,0.017,23.3,0.3,4.847999999999999,0.2007211996775627,3660.0,-1.407,0.044,2.9,2.2,71.12135136533288,66.99044804183714,0.1,0.1,M2,0.0261899999999999,0.0012637246535539,0.0634628359211982,0.2093354583436407,13.64674465115892,45.014495570229485,29.70815950483597,21.14879118689253,0.4126824718725159,0.0886543454565436,3,3,0,0,0,3,,-17.23898163479721,M,2.0,,2.0,M2 
138,TOI-2158 b,TOI-2158,b,0.075,0.004,0.07,,10.761,0.135,0.82,0.08,0.96,260.61929,25.42627,1.41,0.03,1.5302190382782257,1.7373591303601794,1.5302190382782257,0.7067238576067153,1.376756571048706,0.7067238576067153,-1,-1,-1,-1,nasa,198.473,1.403,1.12,0.12,10.887,0.006,9.071,0.018,19.0,3.0,1.8160000000000007,0.0189736659610102,5673.0,0.231,0.015,8.0,1.0,12.41652307592412,5.388970749427173,0.47,0.08,,0.0697499999999999,0.0037199999999999,0.0891912977327463,0.1036059896978844,19.179270002614413,22.278936407652026,28.54340754176332,9.961773636403972,0.7820269664536061,0.0911276046826426,3,3,0,0,0,3,,-16.092459603791433,,,,,
139,WASP-32 b,WASP-32,b,0.0394,0.0003,0.0,,10.761,1.681,2.63,0.82,0.96,835.8929,260.6206,0.95,0.15,,0.4505614068928101,0.4505614068928101,,0.420078865990112,0.420078865990112,-1,-1,-1,-1,nasa,275.994,3.344,0.72,0.34,11.257,0.017,10.161,0.023,11.6,1.0,1.096,0.0286006992921501,6140.0,0.193,0.008,2.22,0.73,25.745658244448077,23.90101841504053,-0.13,,,0.0394,0.0003,0.0680891274304457,0.207053945005753,14.641560246650393,44.52388985605958,29.467346866166405,20.76189191449844,0.5786533252353369,0.1198934394658059,3,3,0,0,0,3,,-16.416856016787527,,,,,
140,HD 118203 c,HD 118203,c,6.2,0.2,0.257,0.034,12.4,,11.1,1.3,1.11,3527.89532,413.17693,2.03,0.16,3.0789311560405586,3.497405416628525,3.0789311560405586,1.4322240900132617,3.069383501146584,1.4322240900132617,-1,-1,-1,-1,nasa,92.2589,0.2364,1.22,0.02,8.05,0.03,6.543,0.023,32.0,8.0,1.5070000000000006,0.0378021163428715,5788.0,0.7,0.08,5.25,0.36,10.39321711926529,4.07703572207838,0.22,0.02,K0 IV,4.6066,0.2579120004962933,0.1040800765742863,0.1052845208576679,22.380881781677783,22.639879718710837,28.015062845144605,9.847914039590073,44.260151910169625,5.277812958921805,3,3,0,0,0,3,,-14.958073279678105,K,0.0, IV,10.0,K0  IV
141,55 Cnc b,55 Cnc,b,0.1134,0.0006,0.0,0.01,13.9,,0.8306,0.0033,1.24,263.9785,1.0488,0.94,0.01,2.9165654420247304,2.32873851265091,2.9165654420247304,1.3176733714548912,1.3165936762777637,1.3176733714548912,-1,-1,-1,-1,nasa,12.5855,0.0124,0.91,0.02,5.95084,0.023,4.015,0.036,38.8,0.05,1.935840000000001,0.0427200187265876,5172.0,-0.197,0.012,5.5,2.5,13.30331884240676,6.010274081024738,0.35,0.1,K0 IV-V,0.1134,0.0012829481673084,0.1028424856739174,0.1022544254776944,22.114756154690312,21.988302503181107,28.05600200488732,9.578604431814316,1.102657129073652,0.1134395855404052,3,3,0,0,0,3,,-14.124797683212426,K,0.0, IV,10.0,K0  IV
142,WASP-46 b,WASP-46,b,0.02335,0.00072,0.022,,13.159,0.415,1.91,0.13,1.174,607.0553,41.3179,0.86,0.03,1.4243607008163377,0.8045647157913554,1.4243607008163377,0.5933652637961533,0.4330724955592291,0.5933652637961533,-1,-1,-1,-1,nasa,375.31,4.462,0.83,0.08,13.043,0.069,11.401,0.026,16.0,1.0,1.6419999999999997,0.0737360156233031,5600.0,-0.111,0.009,9.6,5.5,11.233109696743242,4.626563473570823,-0.3,,G6 V,0.0228363,0.00070416,0.0877906329164298,0.0937739596973854,18.878077740833557,20.164703709542717,28.597580037599933,9.002593448276054,0.2601222845920072,0.0256775876266306,3,3,0,0,0,3,,-16.98783700760623,G,6.0, V,26.0,G6  V
143,HS Psc b,HS Psc,b,0.0435,0.0017,0.27,0.27,13.6,,1.46,0.56,1.21,464.02947,177.98391,0.65,0.07,0.0412739941179177,0.0393401034790847,0.0412739941179177,,,,-1,-1,-1,-1,nasa,37.6604,0.0995,0.69,0.07,10.769,0.087,7.642,0.027,1.09,,3.127,0.0910933587041338,4203.0,-0.914,0.026,0.133,0.02,26.408881022900864,16.928277085572756,-0.05,0.09,K7 V,0.031755,0.0118103812808901,0.0401670797549451,,8.637336684403897,,31.27360170100456,,0.790572782331544,,3,3,0,0,0,3,,-15.793826592129859,K,7.0, V,17.0,K7  V
144,WASP-132 b,WASP-132,b,0.067,0.001,0.07,0.15,10.05,0.34,0.41,0.03,0.897,130.3103,9.5349,0.75,0.03,2.0535909410582245,1.4788016956433288,2.0535909410582245,,,,-1,-1,-1,-1,nasa,122.91,0.568,0.78,0.03,11.938,0.046,9.674,0.024,33.0,,2.264000000000001,0.0518844870842913,4714.0,-0.597,0.052,3.2,0.5,16.069412530128787,8.053409410755457,0.18,0.12,K4,0.06231,0.0100929381252438,0.095176989955352,,20.466404624580512,,28.32110455203372,,0.6546750430879346,,3,3,0,0,0,3,,-16.504231172576723,K,4.0,,14.0,K4 
145,WASP-84 b,WASP-84,b,0.0778,0.0021,0.077,,10.72,0.27,0.692,0.058,0.956,220.0,18.0,0.77,0.02,1.058411231785274,0.7554042778512254,1.058411231785274,0.4836882019205007,0.3973072920010686,0.4836882019205007,-1,-1,-1,-1,nasa,100.588,0.489,0.85,0.04,10.825,0.011,8.855,0.023,14.36,0.35,1.9699999999999989,0.0254950975679639,5280.0,-0.325,0.003,2.1,1.6,13.567505302998612,6.19145185312975,0.0,0.1,K0,0.0718094,0.0019383,0.0822190753258585,0.1026036468177117,17.679996649056246,22.06339738957837,28.82198008198431,9.953561485557824,0.873390994916911,0.0926621826691522,3,3,0,0,0,3,,-16.05814908146945,K,0.0,,10.0,K0 
146,WASP-113 b,WASP-113,b,0.05885,0.0001,0.0,,15.793,1.569,0.475,0.054,1.409,150.96925,17.16282,1.61,0.12,1.0499386380943223,1.3599405332765502,1.0499386380943223,0.442928752116316,1.3134464521491678,0.442928752116316,-1,-1,-1,-1,nasa,435.156,4.433,1.32,0.07,11.761,0.057,10.311,0.021,10.56,1.8,1.4499999999999993,0.0607453701939497,5890.0,0.516,0.008,6.2,3.8,10.057730630017382,3.881195030140244,0.1,0.09,G1,0.05885,0.0001,0.0820732971898963,0.0949891812368062,17.648649216053606,20.42601913615957,28.828053589757083,9.190327793406295,0.7170419858219701,0.0681221282916972,3,3,0,0,0,3,,-16.489346687272874,G,1.0,,21.0,G1 
