hostname,Prot,e_Prot,KOI,KIC,TIC,GAIA,db
Kepler-529,27.584,3.939,339,-1,-1,-1,mcq13
Kepler-1892,28.728,3.98,2989,-1,-1,-1,mcq13
TOI-470,18.28,3.99,-1,-1,-1,-1,nasa
GJ 1252,64.0,4.0,-1,-1,-1,-1,nasa
HD 21693,35.2,4.0,-1,-1,-1,-1,nasa
HD 51608,40.0,4.0,-1,-1,-1,-1,nasa
HD 20003,38.9,4.0,-1,-1,-1,-1,nasa
HD 3651,40.2,4.0,-1,-1,-1,-1,sim10
Proxima Cen,90.0,4.0,-1,-1,-1,-1,nasa
Kepler-1010,34.145,4.058,1910,-1,-1,-1,mcq13
K2-140,14.6,4.1,-1,-1,-1,-1,nasa
Kepler-1242,28.943,4.107,2448,-1,-1,-1,mcq13
GJ 3473,168.3,4.2,-1,-1,-1,-1,nasa
Kepler-1214,36.373,4.218,2376,-1,-1,-1,mcq13
Kepler-1017,31.835,4.3,1923,-1,-1,-1,mcq13
Kepler-1170,31.273,4.325,2274,-1,-1,-1,mcq13
HD 20781,46.8,4.4,-1,-1,-1,-1,nasa
Kepler-327,25.09,4.406,1867,-1,-1,-1,mcq13
Kepler-808,38.284,4.447,1300,-1,-1,-1,mcq13
Kepler-1983,29.484,4.498,3061,-1,-1,-1,mcq13
TOI-1235,44.7,4.5,-1,-1,-1,-1,nasa
HD 214823,17.5,4.5,-1,-1,-1,-1,nasa
TOI-332,35.6,4.6,-1,-1,-1,-1,nasa
Kepler-99,29.546,4.762,305,-1,-1,-1,mcq13
Kepler-1855,29.362,4.77,2542,-1,-1,-1,mcq13
HD 104067,18.3,4.9,-1,-1,-1,-1,nasa
Kepler-632,37.415,4.997,640,-1,-1,-1,mcq13
TOI-674,52.0,5.0,-1,-1,-1,-1,nasa
GJ 3512,87.0,5.0,-1,-1,-1,-1,nasa
TOI-1450 A,35.0,5.0,-1,-1,-1,-1,nasa
TOI-1736,28.0,5.0,-1,-1,-1,-1,nasa
HIP 54597,45.0,5.0,-1,-1,-1,-1,nasa
LHS 1140,131.0,5.0,-1,-1,-1,-1,nasa
TOI-1199,23.0,5.0,-1,-1,-1,-1,nasa
TOI-2136,75.0,5.0,-1,-1,-1,-1,nasa
GJ 1214,124.7,5.0,-1,-1,-1,-1,nasa
TOI-2141,21.0,5.0,-1,-1,-1,-1,nasa
GJ 3779,95.0,5.0,-1,-1,-1,-1,nasa
Kepler-1874,40.358,5.038,2760,-1,-1,-1,mcq13
Kepler-828,29.832,5.058,1367,-1,-1,-1,mcq13
Kepler-489,35.208,5.097,197,-1,-1,-1,mcq13
HATS-2,22.46,5.2,-1,-1,-1,-1,nasa
L 98-59,80.9,5.3,-1,-1,-1,-1,nasa
TOI-198,45.4,5.3,-1,-1,-1,-1,nasa
Kepler-819,28.728,5.356,1329,-1,-1,-1,mcq13
Kepler-1341,44.549,5.433,2762,-1,-1,-1,mcq13
Kepler-1315,37.701,5.443,2694,-1,-1,-1,mcq13
GJ 625,77.8,5.5,-1,-1,-1,-1,nasa
HD 16175,19.7,5.5,-1,-1,-1,-1,nasa
TOI-2134,45.78,5.56,-1,-1,-1,-1,nasa
TOI-1820,25.0,6.0,-1,-1,-1,-1,nasa
TOI-4438,68.0,6.0,-1,-1,-1,-1,nasa
HD 94771,49.0,6.0,-1,-1,-1,-1,nasa
GJ 1132,122.3,6.0,-1,-1,-1,-1,nasa
G 264-012,100.0,6.0,-1,-1,-1,-1,nasa
TOI-260,31.0,6.0,-1,-1,-1,-1,nasa
Kepler-1439,32.785,6.015,3144,-1,-1,-1,mcq13
Kepler-141,30.772,6.044,338,-1,-1,-1,mcq13
HD 147379,28.8,6.1,-1,-1,-1,-1,nasa
TOI-908,21.93,6.17,-1,-1,-1,-1,nasa
Kepler-425,36.955,6.19,188,-1,-1,-1,mcq13
TOI-3071,26.6,6.4,-1,-1,-1,-1,nasa
Kepler-538,25.2,6.5,-1,-1,-1,-1,nasa
Kepler-816,34.216,6.562,1320,-1,-1,-1,mcq13
GJ 806,41.4,6.8,-1,-1,-1,-1,nasa
Kepler-1809,42.239,6.896,2219,-1,-1,-1,mcq13
HD 191806,20.6,6.9,-1,-1,-1,-1,nasa
Kepler-1039,34.921,6.985,1988,-1,-1,-1,mcq13
HD 207897,37.0,7.0,-1,-1,-1,-1,nasa
HD 158259,20.0,7.0,-1,-1,-1,-1,nasa
HD 221585,33.3,7.2,-1,-1,-1,-1,nasa
K2-180,15.7,7.5,-1,-1,-1,-1,nasa
Kepler-533,37.088,7.636,348,-1,-1,-1,mcq13
Kepler-685,30.292,7.752,801,-1,-1,-1,mcq13
HD 118203,32.0,8.0,-1,-1,-1,-1,nasa
HD 88986,25.0,8.0,-1,-1,-1,-1,nasa
Kepler-1996,44.099,8.057,1871,-1,-1,-1,mcq13
K2-155,34.8,8.2,-1,-1,-1,-1,nasa
Barnard's star,142.0,9.0,-1,-1,-1,-1,nasa
Wolf 1069,160.0,10.0,-1,-1,-1,-1,nasa
GJ 1151,140.0,10.0,-1,-1,-1,-1,nasa
EPIC 249893012,41.0,10.0,-1,-1,-1,-1,nasa
TOI-1273,42.0,11.0,-1,-1,-1,-1,nasa
GJ 3929,122.0,13.0,-1,-1,-1,-1,nasa
TOI-2641,35.6,13.1,-1,-1,-1,-1,nasa
TOI-1246,38.0,14.0,-1,-1,-1,-1,nasa
Kepler-432,77.0,14.0,-1,-1,-1,-1,nasa
TOI-286,36.0,15.0,-1,-1,-1,-1,nasa
TOI-4010,37.7,15.0,-1,-1,-1,-1,nasa
LTT 3780,104.0,15.0,-1,-1,-1,-1,nasa
GJ 1002,126.0,15.0,-1,-1,-1,-1,nasa
TOI-763,27.0,16.0,-1,-1,-1,-1,nasa
DMPP-3 A,21.8,16.5,-1,-1,-1,-1,nasa
TYC 3667-1280-1,99.0,19.0,-1,-1,-1,-1,nasa
LHS 3154,114.0,22.0,-1,-1,-1,-1,nasa
TOI-237,102.0,22.0,-1,-1,-1,-1,nasa
LHS 1678,64.0,22.0,-1,-1,-1,-1,nasa
TOI-122,72.0,22.0,-1,-1,-1,-1,nasa
TOI-1634,77.0,26.0,-1,-1,-1,-1,nasa
nu Oct A,140.0,35.0,-1,-1,-1,-1,nasa
HD 22496,30.0,38.0,-1,-1,-1,-1,nasa
HD 36384,440.0,40.0,-1,-1,-1,-1,nasa
TYC 0434-04538-1,169.0,49.0,-1,-1,-1,-1,nasa
HD 25723,190.21,73.17,-1,-1,-1,-1,nasa
HD 96992,198.0,92.0,-1,-1,-1,-1,nasa
17 Sco,329.49,92.4,-1,-1,-1,-1,nasa
TYC 3318-01333-1,198.0,126.0,-1,-1,-1,-1,nasa
HD 238914,257.0,130.0,-1,-1,-1,-1,nasa
HD 4760,1531.0,1535.0,-1,-1,-1,-1,nasa
BD+48 740,746.0,2477.0,-1,-1,-1,-1,nasa
Kepler-516,5.494,,302,-1,-1,-1,mcq13
2MASS J04372171+2651014,1.8386871732917167,,-1,-1,-1,151499478104075008,lu22
K2-324,13.231591554113386,,-1,-1,-1,3862378262961788928,lu22
FU Tau,104.33267356095944,,-1,-1,-1,149629483705467008,lu22
Teegarden's Star,96.2,,-1,-1,-1,-1,nasa
HR 810,7.9,,-1,-1,-1,-1,nasa
Qatar-3,6.31,,-1,-1,-1,-1,nasa
tau Cet,34.5,,-1,-1,-1,-1,nasa
GJ 504,3.33,,-1,-1,-1,-1,nasa
GJ 3293,41.0,,-1,-1,-1,-1,nasa
HD 215152,42.0,,-1,-1,-1,-1,nasa
Ross 128,123.0,,-1,-1,-1,-1,nasa
HD 11506,15.0,,-1,-1,-1,-1,nasa
TOI-620,8.99,,-1,-1,-1,-1,nasa
GJ 3138,42.5,,-1,-1,-1,-1,nasa
HD 5278,16.8,,-1,-1,-1,-1,nasa
HD 23127,33.0,,-1,-1,-1,-1,nasa
HD 233832,41.0,,-1,-1,-1,-1,nasa
HD 4208,25.0,,-1,-1,-1,-1,nasa
HD 181433,54.0,,-1,-1,-1,-1,nasa
HD 125612,10.5,,-1,-1,-1,-1,nasa
HD 73267,43.0,,-1,-1,-1,-1,nasa
BD-11 4672,25.0,,-1,-1,-1,-1,nasa
HD 190647,42.0,,-1,-1,-1,-1,nasa
WASP-132,33.0,,-1,-1,-1,-1,nasa
WASP-121,1.13,,-1,-1,-1,-1,nasa
HD 143361,42.0,,-1,-1,-1,-1,nasa
HATS-74 A,4.75,,-1,-1,-1,-1,nasa
Kepler-1115,0.58,,-1,-1,-1,-1,nasa
Kepler-1512,10.0,,-1,-1,-1,-1,nasa
HD 220689,29.0,,-1,-1,-1,-1,nasa
HD 66428,38.0,,-1,-1,-1,-1,nasa
HD 70642,32.0,,-1,-1,-1,-1,nasa
HD 112640,545.0,,-1,-1,-1,-1,nasa
HD 220197,19.0,,-1,-1,-1,-1,nasa
Qatar-4,6.05,,-1,-1,-1,-1,nasa
Ross 458,1.54,,-1,-1,-1,-1,nasa
HD 125595,40.1,,-1,-1,-1,-1,nasa
HD 81040,15.98,,-1,-1,-1,-1,nasa
TOI-2714,18.1,,-1,-1,-1,-1,nasa
HATS-75,35.04,,-1,-1,-1,-1,nasa
Qatar-5,12.1,,-1,-1,-1,-1,nasa
TOI-2981,18.3,,-1,-1,-1,-1,nasa
LTT 9779,45.0,,-1,-1,-1,-1,nasa
HD 48265,45.0,,-1,-1,-1,-1,nasa
GJ 463,14.0,,-1,-1,-1,-1,nasa
TOI-2447,13.0,,-1,-1,-1,-1,nasa
GJ 273,99.0,,-1,-1,-1,-1,nasa
TOI-4914,25.7,,-1,-1,-1,-1,nasa
USco1621 A,2.06,,-1,-1,-1,-1,nasa
Gliese 12,85.0,,-1,-1,-1,-1,nasa
HD 27894,44.0,,-1,-1,-1,-1,nasa
HD 30177,45.0,,-1,-1,-1,-1,nasa
HD 60292,400.0,,-1,-1,-1,-1,nasa
HD 141937,13.25,,-1,-1,-1,-1,nasa
GJ 3323,33.0,,-1,-1,-1,-1,nasa
Wolf 1061,95.0,,-1,-1,-1,-1,nasa
HD 117207,39.0,,-1,-1,-1,-1,nasa
HD 17156,12.8,,-1,-1,-1,-1,nasa
HD 112300,4200.0,,-1,-1,-1,-1,nasa
TOI-540,0.73,,-1,-1,-1,-1,nasa
TOI-904,17.1,,-1,-1,-1,-1,nasa
LHS 475,79.32,,-1,-1,-1,-1,nasa
HATS-76,15.16,,-1,-1,-1,-1,nasa
HD 73256,13.97,,-1,-1,-1,-1,nasa
GJ 86,30.0,,-1,-1,-1,-1,nasa
HD 115404 A,19.0,,-1,-1,-1,-1,nasa
HD 152079,31.0,,-1,-1,-1,-1,nasa
YSES 2,2.73,,-1,-1,-1,-1,nasa
HD 141004,18.0,,-1,-1,-1,-1,nasa
HS Psc,1.09,,-1,-1,-1,-1,nasa
GJ 160.2,43.6,,-1,-1,-1,-1,nasa
GJ 1265,70.0,,-1,-1,-1,-1,nasa
TIC 257060897,92.0,,-1,-1,-1,-1,nasa
TOI-1416,17.6,,-1,-1,-1,-1,nasa
HD 34445,22.0,,-1,-1,-1,-1,nasa
TOI-1789,15.7,,-1,-1,-1,-1,nasa
GJ 900 A,11.9,,-1,-1,-1,-1,nasa
HD 83443,35.3,,-1,-1,-1,-1,nasa
HD 231701,12.2,,-1,-1,-1,-1,nasa
HD 25171,22.0,,-1,-1,-1,-1,nasa
HD 216437,30.0,,-1,-1,-1,-1,nasa
HD 47366,86.0,,-1,-1,-1,-1,nasa
tau Boo,4.0,,-1,-1,-1,-1,nasa
HD 6860,7900.0,,-1,-1,-1,-1,nasa
HD 38801,47.0,,-1,-1,-1,-1,nasa
HD 147513,8.5,,-1,-1,-1,-1,nasa
HD 114729,34.0,,-1,-1,-1,-1,nasa
HD 170469,13.0,,-1,-1,-1,-1,nasa
HD 45364,32.0,,-1,-1,-1,-1,nasa
TAP 26,0.71,,-1,-1,-1,-1,nasa
HD 63765,23.0,,-1,-1,-1,-1,nasa
51 Peg,30.0,,-1,-1,-1,-1,nasa
ups And,12.0,,-1,-1,-1,-1,nasa
HD 27631,31.0,,-1,-1,-1,-1,nasa
HD 187085,21.0,,-1,-1,-1,-1,nasa
HD 158996,627.0,,-1,-1,-1,-1,nasa
USco1556 A,4.67,,-1,-1,-1,-1,nasa
HD 126525,40.0,,-1,-1,-1,-1,nasa
CD Cet,126.2,,-1,-1,-1,-1,nasa
V830 Tau,2.74,,-1,-1,-1,-1,nasa
